1.9943,2.1905,2.2885,2.5174,3.0732,3.5963,11.4754,4.4463,2.9097,4.8386,0.3596,0.2289,0.7193,0.6539,0.3923,0.1635,0.0654,0.1635,0.1635,0.1635,0.3596,1.5671,1.0284,1.0284,1.2733,2.4486,2.5956,11.4596,3.0363,1.3223,4.6034,0.6856,0.3918,0.8325,0.7836,0.3918,0.1959,0.0979,0.0000,0.0490,0.0000,0.6856,0.9564,1.1897,0.6998,1.0264,1.7262,2.8692,15.0458,2.0761,0.9331,11.0569,3.1258,2.8459,3.2191,2.4493,1.8428,0.9797,0.2799,0.0700,0.0933,0.0933,3.1258,0.3687,0.4839,0.5760,0.6682,0.4147,0.6682,7.6035,0.5530,0.7604,15.2301,9.4007,7.3501,6.0598,3.1105,1.4977,0.5760,0.2304,0.0691,0.0691,0.0000,9.4007,1
3.9886,3.6944,4.8713,2.5828,2.1905,0.7193,0.6212,0.1635,0.4250,0.3923,0.2615,0.5885,0.6212,0.9808,1.1770,1.3731,1.7328,1.5693,1.8962,1.5366,0.9154,5.8767,4.5055,5.1421,2.4486,2.2038,0.8815,0.1469,0.1469,0.2938,0.1959,0.0490,0.0979,0.2938,1.0284,1.6161,1.7630,2.3997,1.8610,2.6935,1.7630,0.8815,4.3621,5.4118,5.3185,3.9189,3.2191,2.5659,1.4696,0.9797,0.6765,0.6065,1.1197,1.2596,1.4929,2.4027,3.0791,4.0822,4.1522,2.3793,2.9625,2.0528,1.3296,8.2487,8.7095,8.7095,10.9445,3.5944,2.1198,0.5760,0.5299,0.6912,0.4147,0.0461,0.2074,0.5991,0.7834,1.6129,3.9170,5.2994,4.4239,5.1612,3.5944,3.2718,1
0.3923,0.3269,0.3596,0.1962,0.2942,0.4250,0.4904,0.6212,0.6539,1.8962,0.0654,0.0000,0.0000,0.0000,0.0000,0.0327,0.0327,0.0327,0.0327,0.0000,0.0654,0.1469,0.1469,0.2449,0.3428,0.3428,0.2938,0.3428,0.1959,0.1959,2.2527,0.0490,0.0490,0.0979,0.0490,0.0000,0.0000,0.0000,0.0000,0.0490,0.0490,0.0490,1.4229,0.6998,0.9097,0.7231,0.6298,0.4432,0.6998,1.4696,0.7931,7.1147,1.5629,0.5365,0.3032,0.0933,0.0233,0.0700,0.0700,0.0700,0.0700,0.0233,1.5629,0.3917,0.3456,1.2212,0.3917,0.3687,0.7143,0.4378,0.3687,0.4839,19.4235,5.7372,0.3917,0.0691,0.0461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0461,5.7372,1
3.7925,3.2694,2.8116,4.3482,4.7733,3.9886,3.7598,3.5636,4.0540,5.9829,0.3923,0.4577,0.9808,0.6539,0.2615,0.0654,0.2289,0.2942,0.0654,0.0981,0.3923,2.5956,2.0079,2.2527,2.8404,3.0853,2.8404,3.0363,2.2038,2.9873,9.5007,0.8325,1.0774,1.4692,0.5877,0.1959,0.1959,0.0979,0.0490,0.1469,0.0490,0.8325,3.0558,2.9858,2.7059,2.0294,2.4260,1.8895,2.7292,1.8895,2.4726,12.1299,1.7262,1.4229,3.1724,3.1025,1.7029,0.6998,0.3266,0.3499,0.2799,0.1633,1.7262,1.3133,1.1981,1.1520,0.8525,1.4516,0.7834,1.2212,1.1290,1.1060,26.7966,5.8985,6.5667,9.1012,5.4607,2.6036,0.5991,0.2074,0.0691,0.0230,0.0691,5.8985,1
1.8962,1.5039,1.4058,2.1578,1.3731,1.8308,2.4193,2.4520,2.4847,6.8003,0.1308,0.1635,0.3923,0.2942,0.1635,0.1635,0.1962,0.0981,0.0327,0.0000,0.1308,1.2733,1.2733,1.3223,1.3712,1.2733,1.8120,1.2243,1.4202,1.6161,8.7171,0.3918,0.1469,0.5387,0.2938,0.2449,0.1959,0.0979,0.0490,0.0490,0.0490,0.3918,1.0264,1.1430,0.7698,3.1025,0.9797,1.0497,1.2830,1.9128,1.7728,11.0336,0.6065,0.7465,1.4696,0.6765,0.4899,0.3966,0.1166,0.0700,0.1166,0.0933,0.6065,0.7834,0.9677,1.0368,1.4285,1.1751,1.0829,0.8986,1.3364,1.3594,29.8611,3.0414,1.6359,1.6820,0.2995,0.2995,0.1152,0.0000,0.1843,0.1152,0.0461,3.0414,1
2.1905,1.5039,1.5039,1.5039,1.2424,1.2750,0.9154,0.5885,1.5366,1.1443,1.7655,0.1308,0.2289,0.9481,0.5558,0.4577,0.2615,0.6539,0.7520,0.5558,0.1962,3.3301,0.8325,1.1264,0.8815,1.1264,0.6366,0.4408,0.5877,0.7836,0.7346,2.5956,0.4897,0.7836,0.9795,1.2733,1.0774,0.6366,0.6366,0.7346,0.6856,0.2938,19.1046,0.6765,0.6998,0.3499,0.8164,0.9797,0.7698,0.6531,0.4199,0.4899,0.8631,0.3966,1.6095,2.8225,2.6359,2.9392,3.4990,4.4554,4.3155,2.9392,1.6329,34.0545,0.4839,0.0691,0.1152,0.3687,0.4378,0.1152,0.2535,0.2535,0.0691,6.8892,3.2027,3.6405,3.0184,2.7188,2.0046,3.6174,6.5667,11.0366,10.3223,6.8432,1
0.4577,0.6212,1.3404,0.4904,0.2942,0.0981,0.0981,0.0981,0.1308,0.1635,0.0327,0.0654,0.0000,0.0327,0.1635,0.1635,0.1635,0.0327,0.0981,0.1308,0.0654,0.3428,1.5671,2.8404,1.1264,0.4408,0.0979,0.0000,0.0000,0.0979,0.0490,0.1469,0.0979,0.0490,0.0979,0.1469,0.0979,0.0490,0.0000,0.0490,0.1959,0.0979,0.8398,4.2688,5.1785,3.2891,3.3591,0.7465,0.2099,0.0933,0.0233,0.1866,0.0467,0.0233,0.0233,0.0233,0.0233,0.0000,0.0000,0.0467,0.1166,0.0933,0.2566,0.8064,5.4607,12.0735,9.4698,7.5805,0.6451,0.1152,0.0230,0.0230,0.0461,0.0230,0.0230,0.0000,0.0000,0.0230,0.0230,0.0000,0.0000,0.0000,0.0461,0.2074,1
2.4847,1.9289,1.4385,0.7846,0.8500,0.3596,0.2615,0.4577,0.2615,0.0327,0.3596,0.4577,0.4250,0.4250,0.3269,0.6539,0.6212,1.3731,2.0924,1.3731,1.4058,4.2117,4.1137,2.4976,1.3223,0.8815,0.2938,0.2449,0.0490,0.0979,0.1469,0.1469,0.2938,0.0979,0.2449,0.3918,0.5877,0.9795,2.4976,3.5260,2.4486,2.0079,2.1227,2.8459,3.4524,2.9158,2.0061,1.2596,1.0964,0.7231,0.5132,0.3732,0.7231,0.3032,0.1866,0.4432,0.4199,0.7465,1.3296,2.3793,3.0791,1.8661,1.5629,3.5022,4.0091,3.3640,2.1198,1.0829,0.3226,0.4608,0.3917,0.2535,0.1613,0.1152,0.0691,0.0922,0.0230,0.0000,0.1382,0.2765,1.8433,5.2764,4.5621,2.8801,1
0.7846,0.9154,0.2942,0.3269,0.2289,0.2289,0.8827,0.6212,0.6539,0.3269,0.0981,0.0327,0.0327,0.0000,0.0327,0.0000,0.0981,0.0327,0.0000,0.0327,0.0327,0.4897,0.8815,0.5877,0.1959,0.3918,0.2449,0.2938,0.2449,0.1959,0.0979,0.0000,0.0000,0.0490,0.0000,0.0490,0.0490,0.0490,0.0490,0.0490,0.0490,0.0000,0.7231,2.0761,0.6998,0.4432,0.4432,0.5132,2.0061,1.5162,0.3266,0.3266,0.0467,0.0467,0.0233,0.0000,0.0000,0.0233,0.0933,0.0700,0.0233,0.0233,0.0467,0.1843,0.5299,0.1382,0.1843,0.0691,0.1613,0.2074,0.1613,0.1152,0.2074,0.0230,0.0230,0.1152,0.0691,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0230,1
0.6212,0.2289,0.6212,0.4577,0.5885,0.7193,0.5231,0.6539,0.7193,4.5771,0.0981,1.0789,1.7001,1.1116,0.8500,0.5231,0.2942,0.2615,0.2289,0.0981,0.0981,0.4897,0.3918,0.2938,0.3918,0.3428,0.3428,0.7836,0.4408,0.4408,6.9541,0.7346,2.3507,3.5260,2.4486,1.0774,0.4408,0.1959,0.2449,0.2938,0.2449,0.7346,0.1166,0.2099,0.2099,0.3266,0.5598,0.4899,0.2333,0.3032,0.5132,8.6076,0.8164,1.6562,2.2627,2.0294,1.7029,1.1663,0.6065,0.3032,0.2566,0.2566,0.8164,0.0922,0.2074,0.1152,0.1152,0.3456,0.2304,0.2535,0.0922,0.0000,19.2392,5.8754,7.0505,6.7280,1.8433,0.8295,0.3687,0.1152,0.0691,0.0461,0.0461,5.8754,1
29.8819,26.1221,6.0156,4.9367,3.8905,3.1059,4.3155,44.2017,4.3809,3.0078,0.0981,0.0654,0.0654,0.2942,0.4904,0.6212,1.6020,1.6020,0.5558,0.0654,0.5885,26.2004,19.5891,3.5750,2.8404,1.9099,1.2243,2.0079,33.9871,2.0079,1.3223,0.0979,0.0979,0.0979,0.3428,0.3918,0.8325,1.9589,2.4976,0.7346,0.0000,0.8325,81.0605,78.0980,14.4159,13.5295,11.5234,6.0416,19.3612,89.4115,10.0305,7.0447,0.2799,0.3499,0.3732,0.6298,1.9128,4.2688,5.1785,4.5254,2.6826,0.6765,0.6531,77.0259,52.9251,5.4607,3.6866,3.9400,3.2488,6.6358,53.2707,5.0460,3.7557,0.2765,0.2995,0.2535,0.3456,1.2212,4.8386,9.9998,12.8108,12.3960,3.5713,3.5253,1
9.0561,0.8827,0.4577,0.5231,0.5558,0.8173,0.5885,0.8827,0.5885,0.6539,0.0327,0.2289,0.0981,0.0981,0.1962,0.1308,0.2289,0.2615,0.8827,1.0462,1.7981,13.2226,0.5387,0.5387,0.4897,0.5387,0.5387,0.5387,0.3918,0.5877,0.6856,0.1469,0.1959,0.0000,0.0979,0.1469,0.0979,0.1469,0.1469,0.4897,0.9305,2.4486,7.9311,0.8631,0.6065,0.9564,1.1897,0.5365,0.7465,0.6531,0.4665,0.4899,0.0933,0.1866,0.0700,0.0700,0.1400,0.2799,0.7931,1.8661,2.4726,1.3296,1.5629,15.2762,0.9677,0.6221,0.5760,0.8295,0.3917,0.5299,0.4839,0.6451,0.2535,0.1382,0.1613,0.0230,0.0691,0.0000,0.1843,0.8986,2.5115,3.9170,2.9032,4.4699,1
