Group,HCT116,RH4
TSS,-0.4452,-0.3723
TSS,-0.6912,-0.5423
TSS,-0.7329,-0.8770
TSS,0.4399,0.0838
TSS,-0.465,-0.8181
TSS,0.3919,-0.4194
TSS,0.1939,0.0982
TSS,-0.4766,-0.3913
TSS,-0.5858,-0.6696
TSS,0.7624,1.2700
TSS,-0.3787,0.2311
TSS,-0.3896,-0.1955
TSS,-0.3966,-0.4332
TSS,-0.7921,-0.8744
TSS,-0.7034,-0.9323
TSS,-0.5798,-0.4605
TSS,-0.3485,-0.3804
TSS,0.0785,-0.9536
TSS,0.3674,-0.4299
TSS,-0.07,-0.5255
TSS,-0.7882,-0.3527
TSS,-0.5051,-0.4224
TSS,-0.7937,-0.9111
TSS,-0.9091,-0.0783
TSS,1.2299,-0.9129
TSS,-0.1202,-0.0506
TSS,-1.0217,-0.9709
TSS,-0.2828,0.3048
TSS,-0.4125,-0.8813
TSS,-0.9144,-0.7259
TSS,-0.7361,-0.4022
TSS,-0.8427,-0.7539
TSS,-0.8766,-0.6173
TSS,0.5639,0.6587
TSS,-0.445,-0.6212
TSS,-0.858,-0.8390
TSS,-0.4248,-0.7306
TSS,-0.1977,-0.0953
TSS,0.682,-0.5077
TSS,-0.8335,-0.8355
TSS,-0.0931,-0.5061
TSS,-0.8829,-0.6204
TSS,0.3526,1.6130
TSS,-0.4049,-0.8044
TSS,-0.788,0.2948
TSS,-0.8986,-0.8152
TSS,-1.0527,0.3722
TSS,-0.7122,-0.6517
TSS,-0.801,-0.8892
TSS,-0.0449,0.8047
TSS,-0.5082,-0.5784
TSS,-0.2581,-0.3491
TSS,-0.5594,-0.8517
TSS,-0.739,-0.7710
TSS,-0.5014,-0.6545
TSS,-0.984,-0.7704
TSS,-0.5189,-0.8496
TSS,0.0237,-0.2143
TSS,-0.4871,-0.5829
TSS,2.1424,2.3358
TSS,0.1546,0.4714
TSS,-0.6263,-0.3832
TSS,-1.0969,-0.1974
TSS,0.4193,-0.6011
TSS,0.1344,-0.9631
TSS,-0.8368,-0.5555
TSS,0.0608,-0.4777
TSS,-0.4508,-0.5178
TSS,-0.393,-0.5124
TSS,-0.4711,-0.7620
TSS,-0.6477,0.0350
TSS,-0.6098,1.5300
TSS,-0.9241,-0.9655
TSS,-0.1538,-0.8685
TSS,-0.841,-0.5885
TSS,0.9425,-0.6483
TSS,-0.9021,-0.6881
TSS,-0.8592,-0.5137
TSS,0.0728,-0.4365
TSS,-0.9518,-0.7916
TSS,-0.3016,0.1027
TSS,-0.9068,-0.9778
TSS,-0.521,-0.5289
TSS,-0.6715,-0.3750
TSS,-1.1548,-0.9847
TSS,-0.3002,-0.2084
TSS,-0.5054,-1.0986
TSS,0.077,0.9494
TSS,-0.9367,-0.7173
TSS,-0.316,-0.6014
TSS,-0.9228,-0.8578
TSS,-0.3072,-0.9043
TSS,-1.1577,-0.6172
TSS,-0.9221,-0.8133
TSS,-0.3314,-0.6332
TSS,-0.3935,-0.8326
TSS,-0.4734,-0.8377
TSS,1.3644,-0.1155
TSS,-0.5346,-0.8291
TSS,-0.7648,-0.8587
TSS,-0.0012,-1.0870
TSS,-0.2891,-0.9608
TSS,-0.2182,0.7007
TSS,-0.1425,0.3268
TSS,-0.5674,-0.8182
TSS,-0.7131,-0.5189
TSS,-0.1712,-0.3832
TSS,0.5152,1.1864
TSS,1.95,-0.6696
TSS,-0.6781,-1.1507
TSS,2.6009,0.0023
TSS,-0.5096,0.5148
TSS,-0.835,-0.9235
TSS,0.671,0.1414
TSS,-0.8895,0.9779
TSS,0.527,1.2593
TSS,0.1318,0.0339
TSS,0.54,1.9139
TSS,0.3281,-0.1307
TSS,-0.9281,-0.7310
TSS,-0.1894,-1.1055
TSS,-0.5205,-0.5345
TSS,-0.9052,-0.4494
TSS,-1.0336,-0.6237
TSS,-0.8676,-0.9232
TSS,0.5827,1.2333
TSS,-0.6583,-0.6453
Gene1,-0.4135,-0.9570
Gene1,0.2161,0.3674
Gene1,0.6359,-0.4952
Gene1,-0.2159,0.3651
Gene1,3.4605,1.7905
Gene1,1.0699,0.7935
Gene1,-0.2063,0.7954
Gene1,2.1706,4.1582
Gene1,0.4694,-0.0770
Gene1,-0.2883,1.1421
Gene1,1.2482,1.6816
Gene1,3.2296,3.8308
Gene1,-0.0698,0.6412
Gene1,2.3938,0.8061
Gene1,4.0587,1.3257
Gene1,-0.3715,0.2815
Gene1,-0.0427,0.5634
Gene1,4.2095,4.2878
Gene1,3.5379,4.3498
Gene1,1.2695,0.8407
Gene1,4.3507,0.5796
Gene1,0.7934,1.4772
Gene1,4.1991,0.3246
Gene1,0.3172,4.1799
Gene1,0.4218,0.9725
Gene1,1.1362,1.5231
Gene1,4.2688,1.5674
Gene1,2.5764,0.0225
Gene1,-0.2865,1.1919
Gene1,1.5953,-0.1044
Gene1,-0.291,0.3160
Gene1,-0.6044,3.6211
Gene1,2.9663,3.5397
Gene1,4.1235,1.5439
Gene1,0.3603,0.6653
Gene1,-0.5798,-1.2913
Gene1,3.2693,2.3416
Gene1,4.3289,0.1252
Gene1,-0.0045,-0.1691
Gene1,1.7751,1.9303
Gene1,2.6517,-0.6532
Gene1,-0.1733,0.4073
Gene1,-1.5025,-0.6058
Gene1,1.4993,0.3083
Gene1,0.1584,0.0847
Gene1,0.4111,0.3036
Gene1,0.0143,-0.7753
Gene1,0.5501,0.4180
Gene1,4.3209,3.4558
Gene1,-0.4371,-0.5100
Gene1,3.1464,0.0785
Gene1,2.664,-0.4119
Gene1,-0.1111,3.2442
Gene1,-0.4731,-0.2471
Gene1,0.2604,2.2731
Gene1,3.8942,1.0700
Gene1,-0.4044,-0.4014
Gene1,-0.3079,0.5423
Gene1,0.968,-1.0453
Gene1,-0.7205,0.5240
Gene1,2.0474,0.6387
Gene1,-0.3324,-0.4401
Gene1,-0.4066,-0.3307
Gene1,0.9526,4.0999
Gene1,0.3338,0.0320
Gene1,3.8252,1.8256
Gene1,0.4845,3.0806
Gene1,0.2128,1.4838
Gene1,-0.9172,1.2209
Gene1,0.9901,1.2241
Gene1,-0.3545,0.0050
Gene1,-0.507,-0.2696
Gene1,0.1119,-0.2443
Gene1,3.4386,0.4435
Gene1,2.3713,1.1402
Gene1,-0.8239,0.2102
Gene1,1.4779,-0.2601
Gene1,0.7466,0.2775
Gene1,-0.0893,0.8023
Gene1,1.1005,2.6623
Gene1,1.6355,-0.0913
Gene1,3.748,2.2657
Gene1,1.2156,-0.0914
Gene1,4.1776,3.5048
Gene1,-0.114,1.2936
Gene1,0.9917,0.5112
Gene1,0.9393,-0.1458
Gene1,1.3155,0.8446
Gene1,1.4176,1.8822
Gene1,-0.4855,-0.4800
Gene1,-0.1045,1.0415
Gene1,0.5225,0.2861
Gene1,0.8823,0.1243
Gene1,-0.1977,-0.7096
Gene1,3.8459,0.2567
Gene1,0.8888,0.9074
Gene1,4.2507,0.0369
Gene1,0.4579,1.7877
Gene1,-0.8163,-0.8065
Gene1,0.326,1.4991
Gene1,3.0313,4.0291
Gene1,0.7661,2.3856
Gene1,-0.1316,-0.6048
Gene1,-0.0578,-0.4138
Gene1,0.1467,0.1933
Gene1,1.151,1.8751
Gene1,1.3177,1.6052
Gene1,2.1509,-1.5709
Gene1,-0.0434,0.0031
Gene1,0.6631,0.7402
Gene1,1.6398,-0.3054
Gene1,0.6745,0.3672
Gene1,-0.2895,0.6222
Gene1,-0.0617,1.4438
Gene1,-0.3139,0.6978
Gene1,-0.1071,0.7535
Gene1,3.8938,3.2405
Gene1,1.3217,-0.0284
Gene1,0.8776,3.4118
Gene1,-1.0483,2.3886
Gene1,1.4842,2.8634
Gene1,-0.1085,0.7566
Gene1,4.192,0.8826
Gene1,0.6974,1.0932
Gene1,-0.086,1.0542
Gene1,-0.1692,0.2354
Gene1,-0.6477,-0.7007
Gene1,-0.9328,-0.6707
Gene1,1.1292,-0.0225
Gene1,-0.5002,2.3033
Gene1,0.8635,2.2162
Gene1,-0.849,-0.4237
Gene1,0.9595,0.1619
Gene1,1.7373,-0.2121
Gene1,2.6701,-0.2757
Gene1,-0.7321,1.1082
Gene1,-0.3016,-0.3017
Gene1,2.3796,0.7866
Gene1,-0.4742,-0.2613
Gene1,-0.0053,-0.0806
Gene1,0.8663,-0.2462
Gene1,1.5008,-0.8817
Gene1,-0.095,1.2432
Gene1,2.5568,3.9887
Gene1,1.0946,0.0552
Gene1,2.0016,0.1782
Gene1,0.3274,-0.2923
Gene1,0.7124,0.9071
Gene1,0.2868,1.5430
Gene1,1.6587,2.5043
Gene1,0.5531,1.0937
Gene1,2.0276,0.5906
Gene1,2.0119,1.6754
Gene1,-1.431,-0.1155
Gene1,2.7775,2.0825
Gene1,1.0221,1.1250
Gene1,-0.5332,-0.5682
Gene1,-0.7322,1.2051
Gene1,-0.2182,-0.7707
Gene1,1.0547,0.3268
Gene1,0.0897,2.7010
Gene1,-0.2593,1.2973
Gene1,0.7281,1.9838
Gene1,-0.4093,-0.7122
Gene1,1.0598,1.2479
Gene1,-0.5953,1.5953
Gene1,-0.3044,1.3580
Gene1,1.2741,0.5148
Gene1,1.2777,1.0900
Gene1,4.1086,2.7151
Gene1,-0.8895,0.0445
Gene1,-0.8563,-1.1448
Gene1,-0.3051,-0.6909
Gene1,-0.8776,-0.0957
Gene1,0.6097,1.7478
Gene1,0.8486,2.3393
Gene1,-0.5264,0.4276
Gene1,1.6322,-0.2402
Gene1,-0.5376,0.8860
Gene1,0.8817,1.2931
Gene1,1.2509,0.6723
Gene1,-0.5977,-0.4873
Gene1,1.9545,3.2219
Gene2,-0.316,-1.0730
Gene2,-0.1841,-0.0120
Gene2,-0.3178,-0.7408
Gene2,-0.2159,-0.7303
Gene2,1.3044,2.2212
Gene2,1.4446,0.5994
Gene2,-0.2761,0.1628
Gene2,0.9685,-0.1227
Gene2,0.7435,0.0134
Gene2,-0.3353,0.2906
Gene2,1.6154,0.3844
Gene2,0.8544,0.2357
Gene2,1.3192,0.4531
Gene2,2.2658,0.0871
Gene2,0.7856,0.3470
Gene2,-0.2754,3.4689
Gene2,-0.2172,0.1305
Gene2,0.4889,-0.3226
Gene2,-0.2064,-0.1967
Gene2,-0.1885,0.3128
Gene2,-0.0507,0.0837
Gene2,-0.819,0.9999
Gene2,0.6593,1.2108
Gene2,1.7305,0.1629
Gene2,0.1221,2.1738
Gene2,2.246,2.1210
Gene2,0.1766,1.0328
Gene2,1.5135,0.2589
Gene2,-0.2536,0.4557
Gene2,2.0332,1.6220
Gene2,-0.3963,-0.4647
Gene2,-0.4149,1.8987
Gene2,0.1939,2.1596
Gene2,1.1251,1.2544
Gene2,0.0735,0.4598
Gene2,-0.0726,-1.0744
Gene2,-0.169,0.9273
Gene2,-0.1398,0.3354
Gene2,0.2798,-0.0615
Gene2,0.5003,0.7509
Gene2,-0.7382,-0.9979
Gene2,-0.1195,0.3163
Gene2,-0.8452,-0.0969
Gene2,0.4623,1.1291
Gene2,0.239,-0.0984
Gene2,0.8223,0.1240
Gene2,0.6185,-0.8498
Gene2,-0.2983,-0.1376
Gene2,0.047,0.4354
Gene2,-0.4835,-0.3040
Gene2,0.1281,0.4618
Gene2,0.6265,-0.7044
Gene2,2.8875,0.0823
Gene2,-0.3336,-0.1936
Gene2,0.8936,0.0197
Gene2,0.1103,0.8908
Gene2,-0.4044,-0.4014
Gene2,0.5866,-0.5423
Gene2,3.4776,-0.9288
Gene2,-0.4973,0.5240
Gene2,-0.0439,0.5382
Gene2,-0.3324,-0.4712
Gene2,-0.3021,-0.3919
Gene2,0.322,0.3731
Gene2,0.2689,0.0625
Gene2,0.0199,-0.3969
Gene2,2.0016,0.5428
Gene2,0.0727,0.6442
Gene2,0.1239,0.3938
Gene2,0.3961,-0.3497
Gene2,-0.2381,1.0985
Gene2,-0.4343,-0.4605
Gene2,-0.1386,-0.3026
Gene2,0.5978,1.2419
Gene2,2.8389,0.7477
Gene2,-0.7737,0.4554
Gene2,0.3941,1.7767
Gene2,0.2258,0.4753
Gene2,0.8498,-0.3400
Gene2,0.0957,1.0179
Gene2,3.2131,3.7428
Gene2,0.328,-0.3401
Gene2,0.6419,-0.2513
Gene2,0.4564,0.8139
Gene2,0.0113,1.9263
Gene2,0.427,0.5511
Gene2,0.6401,-0.1219
Gene2,0.8838,0.0834
Gene2,1.0899,2.5342
Gene2,-0.402,-0.4378
Gene2,-0.0289,0.1462
Gene2,0.8453,0.9611
Gene2,-0.2813,-0.1352
Gene2,0.0244,-0.6186
Gene2,-0.2365,4.1189
Gene2,0.5684,0.4426
Gene2,0.0847,0.5800
Gene2,-0.0449,-0.4767
Gene2,-0.8163,-0.8065
Gene2,0.9108,1.8190
Gene2,0.9091,0.0491
Gene2,0.9571,0.5862
Gene2,-0.1316,-0.6048
Gene2,0.19,-0.2279
Gene2,0.0352,0.9279
Gene2,-0.0659,0.0431
Gene2,1.2365,3.5841
Gene2,-0.2581,-1.1637
Gene2,-0.1294,0.3977
Gene2,1.2686,0.0925
Gene2,0.6465,0.6787
Gene2,0.8819,1.7576
Gene2,-0.2855,0.2632
Gene2,-0.5028,0.3271
Gene2,-0.1771,3.6230
Gene2,-0.6695,-0.0377
Gene2,1.2851,0.6791
Gene2,2.1467,-0.1261
Gene2,1.3475,-0.0483
Gene2,-1.0483,2.3886
Gene2,-0.409,0.3488
Gene2,0.8625,0.3910
Gene2,0.1407,0.4575
Gene2,4.1053,1.7981
Gene2,1.4881,3.9401
Gene2,-0.1117,0.6040
Gene2,-0.6477,-0.7007
Gene2,-0.8251,-0.6707
Gene2,0.6654,0.8027
Gene2,-0.7312,1.1139
Gene2,0.4847,3.2907
Gene2,-0.9344,-0.5135
Gene2,0.1928,1.8619
Gene2,0.6057,3.6809
Gene2,1.9517,-0.0345
Gene2,-0.7321,-0.3166
Gene2,-0.4404,-0.3017
Gene2,1.0282,0.7866
Gene2,-0.5631,0.3409
Gene2,-0.0053,-0.2032
Gene2,1.4429,-0.2462
Gene2,-0.3002,-0.8817
Gene2,-0.095,0.8095
Gene2,3.0343,-0.2663
Gene2,0.8807,0.0552
Gene2,-0.0602,0.4277
Gene2,0.879,0.9194
Gene2,0.5015,1.7252
Gene2,0.5275,0.2469
Gene2,0.7879,1.5782
Gene2,4.2292,0.9210
Gene2,1.8875,1.8105
Gene2,2.0119,1.6754
Gene2,-0.7321,1.5021
Gene2,0.9995,0.4520
Gene2,0.3865,1.7264
Gene2,-0.4164,0.2100
Gene2,-0.8209,0.9771
Gene2,-0.2182,-0.7707
Gene2,1.6534,-0.2451
Gene2,0.6677,1.1277
Gene2,-0.2593,0.0865
Gene2,0.7281,-0.8567
Gene2,-0.4435,-0.6789
Gene2,0.1696,-0.6696
Gene2,-0.1815,1.3207
Gene2,0.2767,1.9989
Gene2,3.0579,-0.8365
Gene2,0.2213,1.1960
Gene2,0.0206,0.5374
Gene2,-0.8895,0.0445
Gene2,-0.8563,-1.1448
Gene2,-0.4507,-0.6507
Gene2,-0.8776,-0.0957
Gene2,-0.3842,-0.2752
Gene2,0.6871,2.0923
Gene2,-0.459,1.0846
Gene2,-0.4086,-0.1667
Gene2,-0.4943,0.9750
Gene2,0.8817,0.6542
Gene2,1.0584,1.0107
Gene2,-0.4403,-0.6684
Gene2,0.0161,2.2951
Gene3,-0.6086,-1.0730
Gene3,-0.144,2.2013
Gene3,0.9537,-0.4952
Gene3,-0.6439,-0.1826
Gene3,0.5457,1.7905
Gene3,0.9121,0.9068
Gene3,-0.2363,0.9689
Gene3,-0.1337,-0.1357
Gene3,2.918,2.3208
Gene3,-0.398,1.4260
Gene3,1.5419,0.9609
Gene3,0.8286,0.2357
Gene3,-0.6325,0.9797
Gene3,2.4477,1.9499
Gene3,-0.0021,2.1956
Gene3,-0.2946,1.4097
Gene3,-0.1923,-0.4466
Gene3,-0.0284,0.1479
Gene3,-0.1858,-0.1616
Gene3,0.6604,0.2248
Gene3,-0.1924,0.3993
Gene3,-1.3564,-0.9090
Gene3,0.0954,1.0745
Gene3,0.7211,0.4071
Gene3,-0.4774,3.1349
Gene3,-1.0834,0.9253
Gene3,-0.0203,0.9564
Gene3,1.2031,1.4411
Gene3,-0.2915,2.6234
Gene3,-0.0738,-0.2551
Gene3,-0.3753,-0.4647
Gene3,-0.6044,-0.2830
Gene3,-0.2128,-0.2406
Gene3,-0.0982,0.0965
Gene3,-0.1059,0.2544
Gene3,-0.4783,-0.4236
Gene3,2.1432,0.1658
Gene3,-0.0685,0.5457
Gene3,0.3272,-0.1691
Gene3,-0.3156,0.0059
Gene3,-0.7382,-1.0668
Gene3,-0.039,2.0453
Gene3,0.4695,-0.0969
Gene3,1.1693,0.0347
Gene3,0.5152,0.3331
Gene3,0.2055,1.0218
Gene3,0.82,-0.0307
Gene3,-0.6731,-0.1376
Gene3,-0.258,0.3946
Gene3,-0.4526,0.0306
Gene3,0.0427,0.0785
Gene3,-0.1885,-0.7044
Gene3,-0.085,-0.2264
Gene3,-0.0199,-0.0510
Gene3,1.5091,2.6434
Gene3,0.1379,0.5486
Gene3,-0.3227,-0.3723
Gene3,3.0655,0.0000
Gene3,0.7449,-0.8253
Gene3,-0.7652,-1.2366
Gene3,0.0613,0.5382
Gene3,0.0627,-0.2430
Gene3,-0.3805,-0.4124
Gene3,2.209,-0.0410
Gene3,0.2365,0.4742
Gene3,-0.0729,1.8256
Gene3,3.2834,2.2346
Gene3,0.5631,1.1107
Gene3,0.6445,0.3938
Gene3,0.3961,1.2241
Gene3,0.2503,1.2026
Gene3,-0.3373,-0.2060
Gene3,-0.1657,0.0666
Gene3,0.2313,0.9092
Gene3,1.4695,-0.4299
Gene3,-0.6857,-0.7707
Gene3,2.0692,3.1655
Gene3,3.1954,0.4524
Gene3,0.3802,-0.0544
Gene3,-0.9091,1.0179
Gene3,-0.0772,0.1826
Gene3,-0.2617,-0.3401
Gene3,0.8141,0.3084
Gene3,-0.0573,-0.4225
Gene3,0.0273,0.5423
Gene3,1.2741,0.2717
Gene3,0.68,-0.1834
Gene3,0.7604,0.9968
Gene3,0.9807,2.3479
Gene3,-0.4497,-0.5011
Gene3,-0.2936,-0.1096
Gene3,0.7018,0.8486
Gene3,-0.2348,-0.1810
Gene3,0.0928,-0.3911
Gene3,0.0697,0.2165
Gene3,0.8688,0.8299
Gene3,-0.271,1.0454
Gene3,0.1436,-0.3329
Gene3,-0.8163,-0.8065
Gene3,0.7159,2.1389
Gene3,1.5457,0.0000
Gene3,0.9708,1.1276
Gene3,-0.5922,-0.6048
Gene3,0.5521,0.0001
Gene3,0.063,0.5799
Gene3,0.0389,-0.3685
Gene3,1.1959,0.3087
Gene3,-1.4626,-1.5709
Gene3,0.335,1.1211
Gene3,1.3323,2.0354
Gene3,2.4565,2.4882
Gene3,1.4349,0.3672
Gene3,0.5273,0.9812
Gene3,-0.5312,3.6771
Gene3,-0.2561,-0.0706
Gene3,-0.6695,-0.4333
Gene3,-0.2222,-0.3593
Gene3,-0.0821,-0.0773
Gene3,0.5955,0.6974
Gene3,-1.0483,2.0564
Gene3,-0.4265,0.7861
Gene3,0.2401,0.5584
Gene3,0.3801,0.3725
Gene3,-0.0233,1.6974
Gene3,0.7587,0.2297
Gene3,-0.0729,0.3330
Gene3,-0.6477,-0.7007
Gene3,-0.3946,-0.6707
Gene3,1.5265,1.6279
Gene3,-0.9621,1.1139
Gene3,0.4256,0.2148
Gene3,-1.0624,-0.6933
Gene3,0.85,0.1619
Gene3,0.672,1.6247
Gene3,1.5096,-0.5973
Gene3,-0.0732,0.6332
Gene3,-0.4866,-0.4534
Gene3,1.0589,2.3988
Gene3,-0.5772,-0.1274
Gene3,0.6388,0.0175
Gene3,1.7317,1.9695
Gene3,-1.2006,-0.8817
Gene3,-0.0577,1.5034
Gene3,1.0689,-0.0232
Gene3,0.8807,1.6001
Gene3,-0.0828,0.4589
Gene3,0.4745,0.1923
Gene3,0.0268,0.5565
Gene3,0.5275,0.2469
Gene3,0.9303,0.6866
Gene3,0.2654,1.2664
Gene3,2.2677,3.0304
Gene3,-0.4734,0.4189
Gene3,-1.431,0.6933
Gene3,2.6359,0.1608
Gene3,0.3605,0.3020
Gene3,-0.3905,0.4694
Gene3,-0.0011,1.5470
Gene3,-0.2182,2.1720
Gene3,0.4561,2.6145
Gene3,-0.037,0.9207
Gene3,1.1023,0.0865
Gene3,2.9751,0.0902
Gene3,-0.2038,-0.7621
Gene3,0.1696,-0.6696
Gene3,-0.0159,1.3207
Gene3,-0.3044,1.4813
Gene3,1.2741,-0.8365
Gene3,1.4186,0.6661
Gene3,-0.2891,0.5374
Gene3,0.1482,-0.8890
Gene3,-0.8563,-0.3434
Gene3,-0.6933,-0.7178
Gene3,-0.8776,-0.7656
Gene3,-0.4007,-0.4197
Gene3,0.6332,0.5394
Gene3,-0.3916,1.0846
Gene3,0.0336,0.3798
Gene3,-0.4078,0.7970
Gene3,1.3375,-0.1445
Gene3,1.4051,1.1074
Gene3,-0.519,-0.2156
Gene3,-0.4054,0.1857
Gene4,-0.1208,-0.9425
Gene4,-0.2001,0.1777
Gene4,0.318,-0.5771
Gene4,0.2974,0.9129
Gene4,0.386,0.1969
Gene4,0.9713,0.7288
Gene4,-0.2706,0.6934
Gene4,0.4675,-0.1747
Gene4,0.442,-0.1531
Gene4,-0.2412,1.5679
Gene4,0.514,0.9609
Gene4,0.4414,0.6004
Gene4,-0.5789,0.4155
Gene4,0.1139,2.5055
Gene4,0.1255,0.4557
Gene4,-0.3042,-0.3596
Gene4,-0.0926,-0.5187
Gene4,-0.108,-0.0403
Gene4,-0.3302,-0.1827
Gene4,2.9543,1.9258
Gene4,-0.1902,0.2190
Gene4,-0.819,-1.3863
Gene4,-0.0768,1.0745
Gene4,0.1153,0.2443
Gene4,-0.0777,0.6121
Gene4,0.5813,0.9253
Gene4,-0.1079,0.4218
Gene4,1.4669,1.6775
Gene4,-0.2725,0.0672
Gene4,-0.2514,-0.4332
Gene4,-0.2489,-0.0744
Gene4,-1.0781,-0.5987
Gene4,-0.2749,-0.2406
Gene4,-0.3141,1.2544
Gene4,0.0735,0.8707
Gene4,-0.3768,-1.0744
Gene4,1.321,2.4504
Gene4,-0.0923,0.3354
Gene4,-0.1467,-0.3305
Gene4,-0.6217,-0.3045
Gene4,0.7153,-1.0668
Gene4,-0.1195,0.7713
Gene4,0.4695,-0.0969
Gene4,0.8393,1.1291
Gene4,3.7152,4.2822
Gene4,1.1305,2.9971
Gene4,2.5318,0.8628
Gene4,-0.6534,0.1958
Gene4,-0.1978,-0.1361
Gene4,-0.4526,-0.2268
Gene4,0.9539,0.2702
Gene4,-0.7707,-0.7462
Gene4,-0.0329,0.1070
Gene4,1.3535,-0.2114
Gene4,0.2165,0.1945
Gene4,0.3377,0.1249
Gene4,-0.4044,-0.3142
Gene4,2.4521,2.1693
Gene4,-0.5657,0.0160
Gene4,-0.9884,-1.2366
Gene4,-0.0054,0.8396
Gene4,-0.3324,0.7735
Gene4,-0.4587,-0.4328
Gene4,3.0357,0.7872
Gene4,0.4096,0.1235
Gene4,-0.1657,1.2700
Gene4,1.06,0.8989
Gene4,-0.0814,0.0844
Gene4,0.1239,-1.2603
Gene4,2.7724,0.6995
Gene4,-0.1684,1.2547
Gene4,-0.1675,-0.5241
Gene4,-0.3755,0.1249
Gene4,0.3534,1.9072
Gene4,0.3674,0.7477
Gene4,-0.7109,-0.7707
Gene4,1.281,0.4806
Gene4,0.637,-0.0572
Gene4,1.3187,0.2312
Gene4,2.1053,-1.1745
Gene4,-0.3928,1.2780
Gene4,-0.474,0.0460
Gene4,0.6993,0.2284
Gene4,0.0555,0.2320
Gene4,-0.0847,0.8191
Gene4,0.7092,0.3915
Gene4,1.2983,-0.0911
Gene4,1.0688,1.7580
Gene4,0.9807,-0.1826
Gene4,0.1465,-0.3007
Gene4,1.8251,0.0183
Gene4,0.899,0.9611
Gene4,-0.3356,0.2922
Gene4,-0.0611,-0.3001
Gene4,-0.2365,0.0556
Gene4,0.6285,0.8687
Gene4,0.0338,1.7436
Gene4,1.4425,-0.2251
Gene4,-0.8163,-0.2016
Gene4,0.594,0.6033
Gene4,0.4846,-0.3439
Gene4,0.425,1.3187
Gene4,-1.0527,-0.6048
Gene4,0.5585,0.1191
Gene4,0.5369,0.8119
Gene4,-0.2548,-0.4303
Gene4,0.4656,0.2405
Gene4,-0.2581,-1.1637
Gene4,3.1557,0.4635
Gene4,2.6069,2.6831
Gene4,1.8826,2.1707
Gene4,0.8128,2.2632
Gene4,3.1306,0.4427
Gene4,-0.5881,0.3948
Gene4,-0.1589,0.1990
Gene4,-0.6695,-1.2244
Gene4,-0.3092,-0.0824
Gene4,-0.0907,-0.1521
Gene4,0.2193,0.1307
Gene4,-1.0483,-0.6011
Gene4,-0.409,1.2234
Gene4,0.6385,-0.0600
Gene4,-0.0989,0.3725
Gene4,0.0378,-0.2158
Gene4,0.4899,-0.1826
Gene4,-0.0356,1.9484
Gene4,-0.6477,-0.7007
Gene4,-0.7175,-0.6707
Gene4,0.5992,0.9206
Gene4,-0.7312,2.3033
Gene4,0.3309,0.2766
Gene4,-0.977,-0.7382
Gene4,1.069,0.4452
Gene4,0.6057,0.8434
Gene4,1.4543,-0.1149
Gene4,0.3662,1.5831
Gene4,-0.2093,-0.4871
Gene4,1.9189,0.3607
Gene4,-0.4695,1.1438
Gene4,3.1039,0.0175
Gene4,0.0001,1.2309
Gene4,-0.3002,-0.8817
Gene4,0.0355,0.3758
Gene4,-0.419,-0.3879
Gene4,1.5223,1.6001
Gene4,-0.0828,0.1470
Gene4,0.6951,1.2425
Gene4,0.3256,0.7318
Gene4,0.5275,1.5430
Gene4,0.8195,0.4723
Gene4,-0.1076,-0.1151
Gene4,1.0071,0.3873
Gene4,-0.4734,1.6754
Gene4,-0.7321,-0.9244
Gene4,0.8579,0.3355
Gene4,0.8085,1.3044
Gene4,-0.4424,1.5070
Gene4,-0.422,0.6351
Gene4,-0.2182,2.1720
Gene4,0.4561,-0.2451
Gene4,-0.3061,0.8793
Gene4,-0.7131,-0.5189
Gene4,-0.1712,-0.3832
Gene4,-0.2723,-0.7122
Gene4,-0.7206,-0.6696
Gene4,-0.1815,1.0461
Gene4,-0.8854,1.4320
Gene4,-0.5096,-0.8365
Gene4,1.2073,1.1430
Gene4,-0.2271,1.1313
Gene4,1.186,0.0445
Gene4,-0.8563,-0.3434
Gene4,-0.6933,-0.6372
Gene4,-0.8776,-0.0957
Gene4,-0.2847,-0.5642
Gene4,0.7948,0.3983
Gene4,-0.504,1.3037
Gene4,1.4297,2.3031
Gene4,-0.4727,0.5596
Gene4,1.6111,2.2516
Gene4,0.6346,0.7206
Gene4,-0.6567,-1.1212
Gene4,-0.1525,-0.2618
Gene5,-0.5598,-0.9207
Gene5,-0.088,3.1498
Gene5,-0.3178,-0.6590
Gene5,1.3244,0.9129
Gene5,0.346,0.2830
Gene5,1.0501,0.5185
Gene5,-0.2524,0.3362
Gene5,0.2671,-0.2528
Gene5,0.2958,-0.1389
Gene5,-0.2255,0.2906
Gene5,0.881,0.6726
Gene5,1.1384,0.0794
Gene5,-0.369,0.5283
Gene5,-0.3745,0.1852
Gene5,0.3529,0.5644
Gene5,-0.3427,-0.2856
Gene5,-0.3418,0.2748
Gene5,0.1109,-0.0403
Gene5,-0.07,-0.1335
Gene5,2.1119,3.2748
Gene5,-0.212,0.4895
Gene5,-1.3564,0.0455
Gene5,0.0015,0.9381
Gene5,0.3172,-0.2714
Gene5,-0.1444,0.2517
Gene5,1.1362,0.0285
Gene5,-0.086,0.4982
Gene5,1.5445,2.1503
Gene5,0.3731,0.9670
Gene5,-0.0857,-0.2825
Gene5,-0.2278,0.7064
Gene5,-0.8886,-0.8284
Gene5,1.8971,0.5095
Gene5,-0.2662,2.1229
