Group,HCT116,RH4
Gene5,3.8748,2.1035
Gene5,-0.3768,-0.2066
Gene5,-0.1897,0.2963
Gene5,-0.0447,2.9639
Gene5,1.18,0.1268
Gene5,-1.0295,0.3163
Gene5,-0.7382,-0.7221
Gene5,2.1092,0.6803
Gene5,-0.1878,-0.0969
Gene5,0.9808,1.2202
Gene5,0.285,-0.0330
Gene5,1.2333,1.1116
Gene5,0.2157,-1.0235
Gene5,-0.5449,0.7514
Gene5,-0.1135,0.5986
Gene5,-0.3907,0.0306
Gene5,0.2278,0.1552
Gene5,-0.887,-0.7462
Gene5,-0.1894,-0.1647
Gene5,3.3194,4.0862
Gene5,0.2341,-0.0220
Gene5,0.1723,-0.0706
Gene5,-0.037,-0.3432
Gene5,0.0243,0.0000
Gene5,-0.5378,1.5821
Gene5,-0.8545,-1.2366
Gene5,1.0228,1.6935
Gene5,-0.2665,2.4333
Gene5,-0.3282,-0.4124
Gene5,0.3361,-0.0410
Gene5,0.3555,0.4590
Gene5,0.3447,0.1587
Gene5,0.1968,-0.3032
Gene5,-0.0534,0.9241
Gene5,-0.3966,-0.4332
Gene5,-0.198,-0.3497
Gene5,-0.2614,2.1920
Gene5,0.8513,-0.3968
Gene5,-0.4161,4.1869
Gene5,0.1702,0.7762
Gene5,-0.4676,1.1402
Gene5,-0.6103,-1.0160
Gene5,1.0839,1.1286
Gene5,1.7791,4.1572
Gene5,-0.3241,0.8023
Gene5,-0.9091,-0.0783
Gene5,-0.6181,0.4564
Gene5,-0.191,-0.0506
Gene5,0.8141,-0.4911
Gene5,-0.0573,0.2320
Gene5,0.0033,0.8982
Gene5,0.7092,0.5511
Gene5,0.2412,-0.1663
Gene5,0.7604,1.3013
Gene5,0.5436,0.0968
Gene5,0.1346,-0.3324
Gene5,3.6033,1.2973
Gene5,0.899,1.0962
Gene5,0.029,0.5060
Gene5,0.0415,0.2232
Gene5,-0.3045,0.2165
Gene5,0.6685,1.3722
Gene5,0.2117,1.5109
Gene5,1.2121,0.0265
Gene5,-0.8163,-0.8065
Gene5,0.1067,0.6673
Gene5,0.4846,-0.2457
Gene5,1.1345,1.4302
Gene5,-1.0527,0.3722
Gene5,1.5115,1.4650
Gene5,0.5648,0.9666
Gene5,-0.1289,-0.4303
Gene5,0.1005,0.2063
Gene5,-0.2581,0.4655
Gene5,2.5881,3.4226
Gene5,1.8739,0.7402
Gene5,0.1167,-0.0831
Gene5,0.8819,0.1144
Gene5,2.2776,1.0171
Gene5,-0.5739,-0.2820
Gene5,-0.0404,-0.1111
Gene5,-0.6695,-0.4333
Gene5,-0.3382,-0.2901
Gene5,-0.1382,-0.1488
Gene5,0.7835,0.5781
Gene5,-0.3145,-0.6011
Gene5,-0.2863,0.6768
Gene5,1.4165,0.3568
Gene5,-0.1587,0.3725
Gene5,0.0989,0.3884
Gene5,2.6783,-0.1001
Gene5,1.3264,1.8617
Gene5,-0.6477,-0.7007
Gene5,-0.7175,-0.2306
Gene5,0.9967,1.0385
Gene5,-0.8467,-0.4720
Gene5,0.3309,0.0569
Gene5,-0.8917,-0.5585
Gene5,1.3976,1.0119
Gene5,1.005,0.0757
Gene5,-0.2035,0.2872
Gene5,2.562,3.0079
Gene5,-0.3016,-0.4366
Gene5,1.0282,0.4215
Gene5,-0.5678,0.8092
Gene5,2.0157,-0.0070
Gene5,0.8663,0.4924
Gene5,0.6003,-0.5451
Gene5,0.0728,0.6360
Gene5,-0.4374,-0.3879
Gene5,0.453,0.4414
Gene5,2.9987,0.3029
Gene5,1.0629,1.8079
Gene5,1.6266,1.0824
Gene5,1.249,0.6789
Gene5,1.1045,0.4101
Gene5,-0.1609,-0.2878
Gene5,0.9671,-0.0194
Gene5,-0.4734,0.4189
Gene5,0.6656,-0.9244
Gene5,-0.1255,1.3837
Gene5,0.5688,1.1566
Gene5,-0.4164,2.8039
Gene5,-0.4442,-0.3908
Gene5,-0.2182,0.7007
Gene5,-0.1425,-1.3890
Gene5,-0.219,0.3825
Gene5,-0.2593,1.2973
Gene5,1.1778,-0.8567
Gene5,-0.3408,-0.5789
Gene5,0.1696,-0.0304
Gene5,0.067,0.7715
Gene5,-0.8854,1.4073
Gene5,-0.5096,0.5148
Gene5,1.6299,1.4610
Gene5,-0.382,-0.4525
Gene5,1.186,0.0445
Gene5,-0.8563,-0.3434
Gene5,-0.4991,-0.4493
Gene5,0.54,-0.0957
Gene5,-0.1688,-0.2752
Gene5,0.6332,1.9511
Gene5,-0.4815,1.3037
Gene5,2.5886,3.3751
Gene5,-0.5376,0.3519
Gene5,0.6992,0.3347
Gene5,0.7887,0.4305
Gene5,-0.6173,-0.6684
Gene5,0.3533,-0.4855
Gene6,-0.1208,-0.2390
Gene6,-0.1761,-0.1385
Gene6,-0.6357,-0.3314
Gene6,0.8109,-0.1826
Gene6,0.2661,1.1445
Gene6,0.4386,0.1949
Gene6,-0.2385,0.4281
Gene6,0.8683,-0.3959
Gene6,0.5243,-0.0104
Gene6,-0.3039,0.0068
Gene6,0.514,0.5285
Gene6,0.2606,-0.1290
Gene6,0.8815,-0.0358
Gene6,-0.4132,0.1852
Gene6,-0.0631,-0.4143
Gene6,-0.2946,-0.3288
Gene6,-0.2671,0.0584
Gene6,-0.2473,0.0538
Gene6,1.5563,-0.1475
Gene6,0.3817,0.2248
Gene6,-0.3209,1.7968
Gene6,-0.819,0.9999
Gene6,-0.2178,0.8018
Gene6,0.6201,-0.1629
Gene6,-1.2766,0.0114
Gene6,0.0264,-0.8683
Gene6,-0.1188,0.4982
Gene6,0.0781,0.2589
Gene6,0.0842,0.2921
Gene6,-0.3343,-0.3236
Gene6,-0.312,-0.0744
Gene6,-0.9834,-0.8571
Gene6,0.2596,-0.2526
Gene6,-0.2182,0.0965
Gene6,1.2211,0.8707
Gene6,-0.6813,-0.4236
Gene6,-0.2657,-0.0736
Gene6,0.0028,0.1252
Gene6,0.4693,-0.0884
Gene6,-0.6217,-0.6769
Gene6,0.7153,-0.4464
Gene6,0.592,1.8633
Gene6,-0.1878,-0.6058
Gene6,1.4993,1.0379
Gene6,0.1354,-0.0330
Gene6,0.7709,0.3933
Gene6,0.5178,-0.8001
Gene6,-0.7225,0.5291
Gene6,0.0952,0.4762
Gene6,-0.3907,-0.3298
Gene6,0.3417,0.3852
Gene6,-0.9452,-0.6209
Gene6,-0.1633,-0.3994
Gene6,0.6981,0.7515
Gene6,-0.0473,-0.0350
Gene6,0.1792,0.4834
Gene6,-0.3636,-0.3723
Gene6,-0.359,-0.5423
Gene6,-0.2032,2.0869
Gene6,0.3953,-0.3563
Gene6,3.286,0.5884
Gene6,-0.1349,3.0764
Gene6,-0.276,-0.3103
Gene6,-0.2244,0.0546
Gene6,0.3771,1.1300
Gene6,1.18,0.4366
Gene6,-0.1171,-0.6148
Gene6,-0.0113,0.1777
Gene6,-0.9172,-0.4332
Gene6,-0.198,0.1749
Gene6,-0.5871,0.8902
Gene6,2.7432,-0.0151
Gene6,-0.3417,-0.0500
Gene6,1.728,1.9737
Gene6,-0.3674,1.5327
Gene6,-0.3842,-0.0350
Gene6,-0.0987,-0.2601
Gene6,0.2806,0.0036
Gene6,0.8498,1.9446
Gene6,-0.9091,-0.6264
Gene6,-0.4379,0.1826
Gene6,-0.3089,-0.1471
Gene6,1.1583,-0.2513
Gene6,0.1432,0.8139
Gene6,0.5817,1.2541
Gene6,1.1329,0.3116
Gene6,0.8994,-0.0467
Gene6,0.8838,0.5401
Gene6,0.926,-0.1205
Gene6,-0.3543,-0.4167
Gene6,0.9548,0.7857
Gene6,1.419,2.0862
Gene6,4.0281,1.4677
Gene6,-0.1977,-0.9144
Gene6,-0.1685,-0.0651
Gene6,0.6685,0.9461
Gene6,-0.1185,0.8903
Gene6,0.6464,0.1523
Gene6,1.5214,-0.8065
Gene6,-0.3319,0.6673
Gene6,0.4846,0.8844
Gene6,0.9571,0.2040
Gene6,-1.0527,0.3722
Gene6,3.2587,0.9742
Gene6,0.7738,0.6959
Gene6,0.1019,-0.4715
Gene6,0.0599,0.3428
Gene6,-1.4626,-0.3491
Gene6,-0.0262,0.5950
Gene6,-0.038,1.3878
Gene6,0.227,-0.0197
Gene6,0.7437,0.2408
Gene6,-0.2412,0.5145
Gene6,-0.4601,-0.5189
Gene6,0.8925,0.3068
Gene6,-0.6695,-0.4333
Gene6,-0.3092,-0.2901
Gene6,-0.1987,0.0578
Gene6,1.4415,1.3238
Gene6,0.4193,-0.6011
Gene6,-0.5668,0.6768
Gene6,1.4725,0.8318
Gene6,-0.1188,0.0324
Gene6,0.1722,-0.3165
Gene6,0.3364,0.1885
Gene6,0.0888,0.3764
Gene6,0.1524,-0.7007
Gene6,-0.7175,-0.6707
Gene6,1.3942,1.8637
Gene6,-0.6157,-0.8685
Gene6,0.5439,0.0500
Gene6,-0.8917,-0.3338
Gene6,1.1786,1.5785
Gene6,1.1382,-0.0202
Gene6,-0.4062,3.7449
Gene6,2.7817,1.1082
Gene6,-0.3016,-0.4703
Gene6,-0.0775,0.8170
Gene6,-0.4414,0.8092
Gene6,0.3056,0.3119
Gene6,1.7317,0.4924
Gene6,0.6003,-0.3767
Gene6,0.3339,1.6768
Gene6,-0.4741,-0.5094
Gene6,1.2015,1.4070
Gene6,1.7307,0.3809
Gene6,1.0629,1.2425
Gene6,-0.0787,1.0240
Gene6,1.7305,2.4071
Gene6,0.8829,1.2879
Gene6,0.0949,1.2664
Gene6,0.0067,-0.6293
Gene6,-0.4734,-0.8377
Gene6,0.6656,-0.9244
Gene6,-0.2278,0.5685
Gene6,0.8658,1.6842
Gene6,-0.2867,0.7288
Gene6,-0.843,2.1170
Gene6,4.3644,-0.7707
Gene6,1.6534,-1.3890
Gene6,-0.2507,1.3347
Gene6,0.1946,-0.5189
Gene6,0.2784,-0.8567
Gene6,-0.5461,-0.4790
Gene6,-0.7206,-0.6696
Gene6,0.2326,1.0461
Gene6,-0.8854,0.7418
Gene6,-0.5096,0.5148
Gene6,0.2918,0.3482
Gene6,-0.351,-0.2545
Gene6,1.186,0.0445
Gene6,-0.8563,0.4579
Gene6,-0.3537,-0.0332
Gene6,1.9576,-0.0957
Gene6,-0.2185,1.3143
Gene6,1.1716,0.7512
Gene6,-0.4365,0.4276
Gene6,0.7929,0.0015
Gene6,-0.6025,0.5002
Gene6,1.1551,2.8905
Gene6,0.4806,1.3008
Gene6,-0.3813,-0.3967
Gene6,0.1847,-0.5175
Gene7,0.2695,0.4645
Gene7,-0.072,-0.0120
Gene7,0.0001,-0.1677
Gene7,1.7521,-0.7303
Gene7,0.1864,0.7568
Gene7,0.774,0.4699
Gene7,-0.2257,2.0301
Gene7,1.1689,-0.2528
Gene7,0.6705,0.1466
Gene7,-0.2412,-0.4190
Gene7,0.9544,1.1051
Gene7,0.493,0.1836
Gene7,0.5287,0.4907
Gene7,-0.3593,0.1198
Gene7,0.1421,2.0869
Gene7,-0.2754,-0.3596
Gene7,-0.0926,0.3470
Gene7,0.0711,-0.3226
Gene7,0.1204,-0.1440
Gene7,0.5113,0.4008
Gene7,-0.2708,0.7600
Gene7,0.7934,-0.4318
Gene7,-0.2021,0.8018
Gene7,0.7211,-0.1086
Gene7,-0.4107,0.0114
Gene7,-1.0834,-0.5694
Gene7,-0.1626,0.7273
Gene7,-0.3757,0.4954
Gene7,2.8361,1.1919
Gene7,2.0096,2.3619
Gene7,-0.312,-0.4647
Gene7,-0.6991,-0.6274
Gene7,-0.2181,-0.1986
Gene7,-0.2662,-0.1930
Gene7,-0.2494,-0.7729
Gene7,-0.5798,-0.4236
Gene7,-0.2795,-0.2259
Gene7,-0.1398,1.4920
Gene7,-0.0519,-0.0077
Gene7,-0.4686,-0.4286
Gene7,0.2308,-0.5843
Gene7,0.5249,-0.0477
Gene7,-0.8452,-0.0969
Gene7,1.0279,0.6731
Gene7,0.5843,-0.1376
Gene7,1.1819,0.5729
Gene7,1.6254,1.6570
Gene7,-0.1799,-0.2487
Gene7,-0.0052,0.7619
Gene7,-0.4835,-0.4070
Gene7,2.0359,0.5002
Gene7,-1.1781,-0.6209
Gene7,1.31,0.7369
Gene7,0.0498,-0.1579
Gene7,0.1373,-0.3141
Gene7,0.7788,0.5649
Gene7,-0.3636,-0.3432
Gene7,-0.3335,3.2540
Gene7,0.0478,0.7408
Gene7,2.0915,-1.6767
Gene7,-0.1422,0.3373
Gene7,-0.2007,0.8462
Gene7,-0.3805,-0.2286
Gene7,-0.1357,-0.0410
Gene7,0.1067,0.0930
Gene7,0.1592,-0.9525
Gene7,-0.3525,-0.6148
Gene7,-0.0394,0.0844
Gene7,-0.9172,0.3938
Gene7,0.3961,1.2241
Gene7,0.5528,0.9423
Gene7,1.967,0.3029
Gene7,-0.2943,-0.0888
Gene7,-0.2574,0.9092
Gene7,-0.5344,0.7477
Gene7,0.1688,-0.0350
Gene7,0.5912,0.0176
Gene7,0.1436,-0.0648
Gene7,-0.0893,1.3735
Gene7,-0.9091,-0.6264
Gene7,-0.483,0.4564
Gene7,-0.1438,0.7215
Gene7,1.1583,0.4683
Gene7,0.0555,0.5957
Gene7,4.2144,0.2655
Gene7,1.6272,0.1520
Gene7,0.5604,-0.0706
Gene7,0.3906,1.3013
Gene7,0.926,0.1434
Gene7,-0.4378,-0.3745
Gene7,0.0847,-0.3654
Gene7,1.15,1.5012
Gene7,0.8707,1.1166
Gene7,-0.2148,-0.3456
Gene7,0.1717,0.3774
Gene7,2.471,1.5658
Gene7,-0.2456,0.5800
Gene7,-0.2963,0.0265
Gene7,3.0786,-0.2016
Gene7,0.3017,0.4113
Gene7,0.0609,0.4914
Gene7,0.6842,0.6021
Gene7,-1.0527,1.3492
Gene7,0.6982,0.5181
Gene7,0.8992,1.1212
Gene7,-0.4436,-0.5126
Gene7,0.5873,0.2063
Gene7,-1.4626,0.4655
Gene7,0.2146,0.7265
Gene7,-0.0699,0.0925
Gene7,0.0063,-0.0514
Gene7,1.7803,0.7464
Gene7,-0.3096,0.6581
Gene7,-0.5455,-0.1466
Gene7,-0.0404,0.5899
Gene7,-0.1071,-0.0377
Gene7,-0.4251,-0.2901
Gene7,0.0821,0.1392
Gene7,1.8176,0.1605
Gene7,-0.3145,-0.6011
Gene7,-0.0409,0.2395
Gene7,0.5638,0.4559
Gene7,-0.0589,-0.4777
Gene7,-0.1332,0.7912
Gene7,-0.0092,0.1060
Gene7,0.0047,1.7533
Gene7,0.1524,0.0350
Gene7,-0.9328,-0.6707
Gene7,0.5992,0.2133
Gene7,-0.8467,-0.8685
Gene7,0.6741,0.1770
Gene7,0.2173,-0.3787
Gene7,0.0833,0.7286
Gene7,1.9371,0.2265
Gene7,-0.3693,1.5738
Gene7,0.1465,-0.3166
Gene7,-0.1168,-0.3860
Gene7,0.291,0.4520
Gene7,0.5979,0.9431
Gene7,0.4167,4.2612
Gene7,0.2889,1.9695
Gene7,-0.3002,-0.3767
Gene7,2.2736,0.8095
Gene7,-0.419,-0.3879
Gene7,0.8807,1.4070
Gene7,0.4665,3.7801
Gene7,2.7176,1.4848
Gene7,0.2378,0.9656
Gene7,1.4898,1.1110
Gene7,0.8987,0.3202
Gene7,-0.0863,1.9571
Gene7,-0.0534,0.3873
Gene7,2.0119,0.4189
Gene7,-0.0333,0.6933
Gene7,-0.33,0.5685
Gene7,0.746,0.0909
Gene7,-0.4164,0.4694
Gene7,-0.7322,0.7491
Gene7,-0.2182,-0.7707
Gene7,-0.7412,-1.3890
Gene7,1.0636,0.3411
Gene7,1.1023,-1.1243
Gene7,1.1778,1.0370
Gene7,-0.6831,-0.6289
Gene7,-0.7206,-0.0304
Gene7,1.2261,0.4969
Gene7,-0.8854,-0.2195
Gene7,-0.5096,0.5148
Gene7,0.8551,1.0900
Gene7,-0.1961,0.3394
Gene7,-0.8895,0.0445
Gene7,-0.1647,1.2593
Gene7,-0.5477,1.2150
Gene7,0.54,-0.7656
Gene7,-0.235,1.4588
Gene7,1.4408,-0.2722
Gene7,-0.3242,-0.0104
Gene7,1.6481,0.3273
Gene7,-0.7755,0.4112
Gene7,0.5168,-0.1445
Gene7,1.2509,0.9624
Gene7,-0.3813,0.2372
Gene7,0.0161,-0.7412
Gene8,-0.3648,1.7120
Gene8,2.6251,0.3041
Gene8,1.2707,1.3062
Gene8,1.2388,-0.7303
Gene8,0.7054,-0.3200
Gene8,0.6557,0.1626
Gene8,0.0391,1.1934
Gene8,0.3673,-0.1357
Gene8,0.8989,0.0657
Gene8,-0.3196,1.1421
Gene8,0.2937,1.1051
Gene8,0.0541,0.2357
Gene8,1.011,0.2651
Gene8,-0.4149,0.8061
Gene8,0.1532,1.2169
Gene8,-0.237,0.5466
Gene8,-0.0178,-0.0859
Gene8,-0.1876,0.0538
Gene8,1.3754,-0.0033
Gene8,-0.532,-0.0978
Gene8,-0.2403,0.3542
Gene8,-0.819,-0.9090
Gene8,0.0642,1.4835
Gene8,1.3269,0.1900
Gene8,0.0555,-0.3490
Gene8,-0.5285,-0.2705
Gene8,-0.0094,1.4910
Gene8,-0.6744,1.4411
Gene8,2.9248,0.9056
Gene8,2.2463,2.9647
Gene8,0.4465,3.0487
Gene8,-0.5096,-0.1968
Gene8,-0.2376,-0.1506
Gene8,-0.3141,0.3860
Gene8,0.2886,0.6653
Gene8,-0.5798,1.0950
Gene8,-0.2519,-0.0300
Gene8,-0.1635,0.4406
Gene8,0.0429,-0.1960
Gene8,-0.9785,-0.6769
Gene8,-0.2537,-0.2396
Gene8,-0.1195,0.5893
Gene8,-1.5025,-0.0969
Gene8,0.8393,0.0347
Gene8,0.8375,-0.0592
Gene8,2.1069,1.2912
Gene8,1.0214,-0.2293
Gene8,2.1777,3.8627
Gene8,-0.1857,0.7619
Gene8,-0.4217,-0.3813
Gene8,0.1566,3.2984
Gene8,-0.5378,-0.4955
Gene8,-0.2676,-0.0288
Gene8,-0.2639,-0.0510
Gene8,0.2692,-0.4210
Gene8,0.3377,3.5143
Gene8,-0.4044,-0.3723
Gene8,0.101,-0.5423
Gene8,-0.3983,1.7504
Gene8,1.1095,-1.6767
Gene8,0.5105,1.2414
Gene8,0.3261,0.0059
Gene8,0.2201,0.2208
Gene8,-0.2197,-0.2958
Gene8,0.3771,3.3262
Gene8,-0.2122,0.9922
Gene8,-0.0387,-0.2141
Gene8,0.1568,0.5509
Gene8,-0.9172,-0.4332
Gene8,0.9901,2.7980
Gene8,-0.3079,0.7340
Gene8,1.6517,3.4838
Gene8,0.1119,0.2610
Gene8,-0.2269,0.1774
Gene8,-0.6012,-0.8224
Gene8,1.5384,0.7007
Gene8,0.7883,0.1102
Gene8,-0.03,-0.0724
Gene8,0.615,2.5158
Gene8,1.1005,1.0179
Gene8,-0.5731,-0.0913
Gene8,1.0827,3.3273
Gene8,0.6419,0.8681
Gene8,0.1808,0.7411
Gene8,0.0753,0.7400
Gene8,0.3564,0.7506
Gene8,0.6202,-0.0706
Gene8,1.1921,1.1490
Gene8,0.7075,0.1900
Gene8,-0.3662,-0.4378
Gene8,-0.2936,-0.7491
Gene8,0.6121,0.7361
Gene8,-0.1145,3.2385
Gene8,0.144,-0.4138
Gene8,-0.4406,-0.0651
Gene8,0.1879,-0.2932
Gene8,-0.2456,0.1921
Gene8,0.1436,1.6080
Gene8,0.3526,0.4032
Gene8,-0.0638,0.2834
Gene8,0.4846,0.0000
Gene8,1.0663,0.5066
Gene8,-1.0527,1.3492
Gene8,0.3679,2.6596
Gene8,1.5682,1.5078
Gene8,-0.4226,-0.6567
Gene8,1.3583,0.0699
Gene8,1.5486,-0.7564
Gene8,-0.1122,0.3977
Gene8,-0.1654,-0.5551
Gene8,-0.391,-0.2101
Gene8,1.2275,1.3784
Gene8,-0.2654,2.7043
Gene8,-0.4743,-0.3158
Gene8,0.2878,0.8326
Gene8,-0.1071,-0.4333
Gene8,-0.3962,-0.5670
Gene8,0.5529,0.0611
Gene8,0.7835,-0.4361
Gene8,0.4193,-0.6011
Gene8,-0.0935,1.3328
Gene8,1.4601,3.6644
Gene8,-0.1587,-0.3927
Gene8,-0.1088,0.8919
Gene8,0.1444,0.0236
Gene8,0.0766,0.3438
Gene8,-0.6477,0.0350
Gene8,-0.9328,-0.6707
Gene8,0.0694,0.8027
Gene8,-0.7312,0.7174
Gene8,1.917,0.1118
Gene8,0.7292,0.2504
Gene8,1.069,1.0119
Gene8,0.6057,-0.1573
Gene8,-0.5166,0.7696
Gene8,0.1465,0.1583
Gene8,0.5306,0.1533
Gene8,0.2603,2.1555
Gene8,2.9527,1.0100
Gene8,0.2834,0.1156
Gene8,0.8663,-0.9847
Gene8,-1.2006,-0.7134
Gene8,0.3899,0.2891
Gene8,-0.4374,-0.2663
Gene8,1.2015,0.4414
Gene8,-0.1956,0.6148
Gene8,0.7319,0.1923
Gene8,1.0289,0.9656
Gene8,0.2868,-0.6172
Gene8,0.962,0.5069
Gene8,-0.2887,1.2664
Gene8,-0.2935,0.9972
Gene8,-0.4734,0.4189
Gene8,-0.0333,1.5021
Gene8,-0.3222,0.8014
Gene8,0.7356,0.5130
Gene8,0.4269,0.7288
Gene8,-0.5328,1.5470
Gene8,-0.2182,0.7007
Gene8,-0.7412,-0.8170
Gene8,0.6202,0.2997
Gene8,3.3701,1.2973
Gene8,0.2784,1.0370
Gene8,-0.7516,-0.6622
Gene8,0.1696,-0.0304
Gene8,3.3791,1.0461
Gene8,-0.3044,-0.0470
Gene8,-0.5096,0.5148
Gene8,0.8551,0.9841
Gene8,-0.2271,2.1212
Gene8,-0.8895,0.0445
Gene8,-0.1647,1.2593
Gene8,-0.3537,0.9466
Gene8,-0.8776,-0.7656
Gene8,-0.2847,-0.1307
Gene8,1.3331,0.1160
Gene8,0.1701,2.3987
Gene8,0.2734,0.0646
Gene8,-0.9701,-0.3010
Gene8,0.8817,-0.1445
Gene8,0.6346,1.3008
Gene8,0.0319,-0.1251
Gene8,0.7746,-0.7092
Gene9,0.2695,2.9521
Gene9,3.2253,0.6203
Gene9,2.8601,2.5345
Gene9,1.6665,0.3651
Gene9,0.2661,0.1969
Gene9,1.2277,3.2850
Gene9,2.565,1.7240
Gene9,2.0704,1.0354
Gene9,1.2552,3.4436
Gene9,0.6684,2.5614
Gene9,1.1013,0.9609
Gene9,0.2606,0.3920
Gene9,-0.2886,0.3779
Gene9,-0.4435,1.5904
Gene9,0.009,0.3470
Gene9,1.4251,1.4961
Gene9,-0.0178,1.9340
Gene9,-0.2075,-0.1344
Gene9,-0.0144,-0.1335
Gene9,-0.5255,-0.3617
Gene9,-0.1749,0.9854
Gene9,-0.819,-1.3863
Gene9,-0.0768,1.0745
Gene9,1.8315,0.0543
Gene9,1.7873,-0.5892
Gene9,-0.5285,-0.2705
Gene9,-0.0203,1.0328
Gene9,-0.593,-0.2139
Gene9,0.4379,0.5580
Gene9,-0.2988,-0.0359
Gene9,3.7968,0.3160
Gene9,0.1533,0.2338
Gene9,1.2329,-0.0186
Gene9,-0.2422,1.5439
Gene9,-0.0342,1.6925
Gene9,-0.3768,-0.6405
Gene9,0.0222,0.6227
Gene9,-0.1873,1.2817
Gene9,0.3272,0.2075
Gene9,-0.3666,0.5025
Gene9,1.6842,0.6565
Gene9,-0.1195,0.3163
Gene9,-0.1878,0.4119
Gene9,1.075,2.2234
Gene9,0.4462,-0.2422
Gene9,0.7195,0.0342
Gene9,0.115,2.4513
Gene9,0.994,0.3069
Gene9,-0.1657,0.2721
Gene9,0.2119,0.0306
Gene9,0.2848,0.6152
Gene9,-0.1885,-0.6627
Gene9,-0.1894,-0.0165
Gene9,0.0149,-0.2293
Gene9,3.5051,2.0305
Gene9,0.3308,0.0272
Gene9,-0.3636,-0.3723
Gene9,0.5355,0.0000
Gene9,-0.008,0.9350
Gene9,1.6452,0.9641
Gene9,-0.3212,2.1456
Gene9,1.7742,-0.3156
Gene9,2.4132,1.9977
Gene9,-0.131,-0.0728
Gene9,0.3447,0.2760
Gene9,-0.4442,-0.1191
Gene9,-0.2479,0.0975
Gene9,0.437,0.6442
Gene9,-0.9172,-1.2603
Gene9,1.5842,0.1749
Gene9,-0.2847,0.9943
Gene9,0.8998,1.9570
Gene9,2.2442,0.6497
Gene9,0.1396,0.7762
Gene9,-0.4007,0.3551
Gene9,2.5688,3.1529
Gene9,0.9854,0.0176
Gene9,0.0888,-0.2474
Gene9,2.9622,0.5168
Gene9,0.0957,0.4698
Gene9,-0.8886,-0.0913
Gene9,0.8705,0.2390
Gene9,2.1334,-0.0114
Gene9,0.0931,0.2320
Gene9,-0.106,1.3727
Gene9,0.9917,3.3844
Gene9,1.8568,4.0888
Gene9,1.0688,1.3013
Gene9,1.5268,-0.1981
Gene9,0.1465,-0.1742
Gene9,-0.3693,-0.4933
Gene9,0.7915,0.6461
Gene9,-0.1688,-0.0131
Gene9,0.1099,-0.6413
Gene9,-0.0665,0.3774
Gene9,1.4696,1.2172
Gene9,0.0084,0.7351
Gene9,-0.1497,0.0086
Gene9,0.7422,1.6130
Gene9,0.2529,0.3473
Gene9,0.2731,-0.3439
Gene9,1.0117,0.8250
Gene9,-0.5922,2.3262
Gene9,0.4886,2.1515
Gene9,2.1118,1.1599
Gene9,-0.3387,-0.6361
Gene9,1.6423,-0.0666
Gene9,0.3441,0.8727
Gene9,0.0942,0.3977
Gene9,0.3126,-0.5551
Gene9,-0.1261,-0.1466
Gene9,1.2275,1.3784
Gene9,-0.1125,0.8376
Gene9,0.2229,-0.2820
Gene9,0.8105,0.6978
Gene9,-0.6695,-1.2244
Gene9,-0.1063,-0.2209
Gene9,2.9933,4.2721
Gene9,0.7835,-0.0781
Gene9,1.1531,-0.2689
Gene9,0.0292,0.2395
Gene9,0.626,-0.0703
Gene9,-0.4581,3.8582
Gene9,-0.1821,0.4891
Gene9,0.4899,0.2709
Gene9,0.1053,0.3764
Gene9,-0.6477,0.0350
Gene9,-0.6098,1.0899
Gene9,0.9967,1.5100
Gene9,-0.2693,-0.4720
Gene9,1.7039,0.1599
Gene9,2.3502,-0.1541
Gene9,1.8354,0.7286
Gene9,0.9384,-0.2259
Gene9,-0.5719,-0.1149
Gene9,-0.9518,0.1583
Gene9,3.2128,2.4958
Gene9,0.1989,0.0869
Gene9,2.3535,0.5416
Gene9,0.4389,-0.2032
Gene9,0.2889,-0.2462
Gene9,-1.2006,-0.8817
Gene9,-0.0764,1.1564
Gene9,-0.3455,-0.0232
Gene9,0.1322,1.4070
Gene9,-0.2671,0.2406
Gene9,0.4745,1.5656
Gene9,0.2378,1.1409
Gene9,0.7675,0.2469
Gene9,0.7087,1.0045
Gene9,-0.2781,1.0937
Gene9,-0.6937,0.1840
Gene9,-0.4734,0.4189
Gene9,-0.7321,-0.1155
Gene9,-0.094,2.0243
Gene9,0.845,0.5552
Gene9,2.0228,0.9882
Gene9,-0.9095,-0.6188
Gene9,-0.2182,0.7007
Gene9,-1.3398,0.3268
Gene9,3.6604,0.5067
Gene9,1.1023,0.0865
Gene9,-1.0706,2.4572
Gene9,-0.6831,-0.6789
Gene9,-0.7206,1.8871
Gene9,1.6402,0.4969
Gene9,-0.3044,-0.0470
Gene9,-0.5096,-0.8365
Gene9,0.9255,1.3550
Gene9,-0.32,-0.2545
Gene9,-0.8895,0.0445
Gene9,-0.1647,1.2593
Gene9,1.1995,2.0203
Gene9,-0.8776,-0.7656
Gene9,-0.086,0.0138
Gene9,1.387,-0.2722
Gene9,2.4171,0.6466
Gene9,-0.406,-0.2087
Gene9,-1.0134,-1.0725
Gene9,0.608,0.0152
Gene9,1.9058,1.2525
Gene9,2.1762,0.2372
Gene9,2.7132,-0.4535
Gene10,3.684,0.3992
Gene10,-0.1041,0.3041
Gene10,0.9537,2.6982
Gene10,1.0677,-0.7303
Gene10,-0.0133,0.3261
Gene10,1.4052,0.5023
Gene10,3.3682,1.0505
Gene10,0.5677,-0.1227
